product_id,total_reviews,avg_star_rating,avg_sentiment
B0018CLZWG,1,5.0,0.9709
B0018DG2S2,1,2.0,0.9346
B0018DODPG,1,5.0,0.9662
B0018DQFPC,1,2.0,0.9558
B0018GD1NI,1,5.0,0.8074
B0018GDSH2,1,4.0,0.802
B0018HKOJQ,1,1.0,0.0
B0018JMP00,3,5.0,0.8337
B0018KLPFK,74,4.3784,0.8083
B0018KNGDY,11,3.6364,0.8679
B0018KR8V0,64,4.5156,0.8023
B0018LB76Q,1,2.0,0.7003
B0018LHYCM,1,5.0,0.9413
B0018M8UE2,1,3.0,0.5719
B0018MIF9M,1,5.0,0.9231
B0018MJ2EE,2,3.0,0.6116
B0018MMCWS,2,5.0,0.909
B0018MR53Y,1,5.0,0.9465
B0018MTXHK,4,4.0,0.5338
B0018MUYYG,1,5.0,0.7738
B0018N2UNI,1,5.0,0.6597
B0018N38P2,11,3.7273,0.7113
B0018OJJZO,5,4.8,0.7912
B0018OJK12,1,5.0,0.4404
B0018OK69W,1,5.0,0.8481
B0018OL2ZE,2,5.0,0.9442
B0018OL46G,2,5.0,0.8744
B0018OMTOM,3,3.0,0.3749
B0018ONML6,1,1.0,0.4939
B0018OQ6V4,1,4.0,0.6369
B0018PAYOI,1,5.0,0.9587
B0018Q1G94,5,3.4,0.7199
B0018Q1O3W,1,5.0,0.802
B0018Q2N3C,2,5.0,0.7722
B0018Q6KNQ,7,4.1429,0.758
B0018QBX6K,4,2.75,0.3903
B0018QC8H8,1,4.0,0.9545
B0018QCIMI,1,1.0,0.8516
B0018QE1PK,1,5.0,0.8442
B0018QFDNO,3,3.0,0.6854
B0018QIPS4,2,5.0,0.8878
B0018QIQFG,8,4.125,0.8081
B0018QIR82,1,2.0,0.0
B0018QIRIC,1,5.0,0.8646
B0018QJ8BM,1,3.0,0.8519
B0018QJEES,1,5.0,0.872
B0018QLG9Y,2,5.0,0.95
B0018QNL3I,7,4.5714,0.7856
B0018QNLRY,1,2.0,0.0
B0018QY9RU,1,1.0,0.8074
B0018QYMOA,4,4.25,0.6057
B0018R0MOI,2,5.0,0.9207
B0018R2QMO,4,4.75,0.6867
B0018RR8Y0,4,2.75,-0.0523
B0018RXITE,1,5.0,0.7841
B0018RYBYA,2,5.0,-0.2176
B0018RYBZ4,3,5.0,0.735
B0018S09T0,3,5.0,0.3025
B0018S09TK,4,4.25,0.4216
B0018S2178,4,3.5,0.6048
B0018S7W9K,2,5.0,0.8487
B0018SJ41E,1,2.0,-0.6361
B0018SPTKE,2,4.5,0.7376
B0018SPTMW,4,4.75,0.8673
B0018STXM4,2,4.5,0.748
B0018SXMK8,3,5.0,0.5862
B0018TZMXW,1,5.0,0.7579
B0018VDKHU,5,4.6,0.7111
B0018Z0OFM,1,4.0,0.8183
B0018Z4WLE,1,3.0,0.9783
B0018Z5V7I,1,5.0,0.9081
B0018ZMZ54,2,4.5,0.6848
B00191L3YQ,2,5.0,0.9124
B001926FCK,1,5.0,0.9802
B001926R3M,5,2.8,0.7661
B00192CNG2,6,4.8333,0.0526
B00192EJSC,2,3.0,0.2712
B00193KE9Y,1,5.0,0.9062
B00193WWW6,2,5.0,0.6742
B00193WZQE,5,4.8,0.9411
B001940AJC,1,4.0,0.9287
B0019412BM,3,2.3333,0.3806
B0019412IK,4,3.75,0.4438
B0019413WA,17,4.0588,0.777
B0019415ZU,4,5.0,0.93
B001942GAI,15,3.8667,0.6704
B001945N2G,1,5.0,0.0
B00194608C,2,5.0,0.4828
B00196066W,2,3.0,0.3266
B00196497O,1,5.0,0.9948
B00196498I,6,4.5,0.8117
B00196499C,3,5.0,0.9375
B0019696AY,1,5.0,0.946
B00196P9OQ,3,3.6667,0.4371
B00196P9PA,2,1.5,0.6632
B00196P9QO,3,3.6667,0.4938
B00196PQPI,1,5.0,0.3182
B00196QTK4,2,4.0,0.7787
B00196QVPM,1,5.0,0.8955
B00196R0U2,2,4.0,0.9087
B00196SUL0,2,5.0,0.9431
B00196U7OI,2,3.5,0.3964
B00196WRP0,1,5.0,0.9382
B00196WXNG,1,5.0,0.6369
B00196XWEA,1,5.0,0.9124
B0019770JC,2,1.0,0.4511
B00198FK8E,1,4.0,0.9062
B00198JXW8,1,5.0,0.7688
B001992MQQ,3,3.0,0.4512
B0019954BG,1,5.0,0.8658
B0019954K2,1,5.0,0.9492
B0019954Y8,1,1.0,0.7351
B00199555Q,1,5.0,0.765
B00199557E,2,3.0,0.4868
B0019955C4,1,5.0,0.9628
B0019955O2,1,1.0,0.8781
B0019955QU,1,5.0,0.6249
B0019955SS,2,3.0,0.1306
B0019955UG,1,5.0,0.9756
B001995D6W,2,3.0,0.1814
B00199780Q,2,4.0,0.9049
B0019978C4,1,5.0,0.872
B0019978P6,1,5.0,0.7906
B00199AB5U,1,3.0,0.886
B00199ABY6,2,5.0,0.9183
B00199AC2C,3,3.3333,0.6413
B00199AJ6Q,1,5.0,0.998
B00199BP7I,1,5.0,0.7159
B00199BPEG,1,5.0,0.7753
B00199CDLA,1,2.0,0.0772
B00199CDTC,1,5.0,0.9231
B00199CE4G,1,5.0,0.9477
B00199CECS,1,5.0,0.0498
B00199CLRG,1,1.0,-0.228
B00199CLTY,1,5.0,0.9623
B0019AC50I,1,4.0,0.3612
B0019AH026,3,5.0,0.7428
B0019AH24C,3,5.0,0.9173
B0019BGD5U,1,1.0,0.5106
B0019BI5KG,4,5.0,0.978
B0019CJMA2,3,4.6667,0.9504
B0019CS1CW,2,2.5,0.3818
B0019CSQ36,9,2.6667,0.4868
B0019CTOKA,1,5.0,0.9921
B0019CW0HE,1,5.0,0.936
B0019EY7KA,1,5.0,0.34
B0019EY7MS,1,2.0,-0.1815
B0019F30J8,1,5.0,0.7778
B0019FEOJI,4,4.75,0.8646
B0019FEOS4,9,4.4444,0.7691
B0019FEOYS,4,4.0,0.703
B0019FGRJI,9,4.6667,0.6999
B0019FJQG4,1,5.0,0.6249
B0019FM29M,10,4.9,0.7169
B0019FM33M,1,5.0,0.9725
B0019FOZC4,5,4.2,0.9345
B0019FR0WQ,9,4.7778,0.7623
B0019FR23S,3,3.6667,0.751
B0019FVQKI,1,5.0,0.886
B0019GVBTS,1,5.0,0.9744
B0019GVBYI,5,3.6,0.3938
B0019GVYR2,3,3.6667,0.8056
B0019GZ7YI,1,5.0,0.6908
B0019GZ7Z2,1,5.0,0.9623
B0019GZ87Y,1,5.0,0.7003
B0019H0YZ4,13,3.8462,0.5803
B0019H32CG,1,4.0,0.7269
B0019HJM5M,1,5.0,0.8979
B0019HXMIK,1,2.0,0.9727
B0019IR190,1,5.0,0.9325
B0019J2Z40,1,5.0,0.9653
B0019JMR6Q,1,5.0,0.6486
B0019JRLAS,1,5.0,0.9001
B0019JRLBC,1,5.0,0.9022
B0019JTH96,3,5.0,0.8733
B0019K980I,1,4.0,0.5267
B0019KAQRW,1,2.0,0.6908
B0019KCUMG,3,3.6667,0.612
B0019KPKQE,2,5.0,0.6988
B0019L8H6I,1,5.0,0.9403
B0019L8JSO,2,5.0,0.7272
B0019L8KQK,1,5.0,0.9118
B0019L8KUG,1,5.0,0.3197
B0019LA5TU,1,5.0,0.8316
B0019LA7RA,1,5.0,0.8622
B0019LBZ76,1,5.0,0.9153
B0019LDEIY,1,5.0,0.9795
B0019LDHPO,1,5.0,0.979
B0019LPM0C,3,4.6667,0.3721
B0019LRWH8,1,3.0,0.7506
B0019LTH3U,3,5.0,0.9246
B0019LTJ7O,5,4.6,0.7101
B0019LV39G,1,5.0,0.0
B0019LXINU,1,5.0,-0.0258
B0019MJQGM,1,1.0,-0.6705
B0019MMQXM,1,5.0,0.0
B0019MMR3G,1,5.0,0.9472
B0019MP8CS,2,5.0,0.9054
B0019MWNX0,1,3.0,0.9287
B0019MYXXI,3,5.0,0.1386
B0019MYZGS,11,4.7273,0.7249
B0019N25F0,1,1.0,0.8225
B0019N37HK,6,4.5,0.8037
B0019N57OG,1,5.0,0.7351
B0019N5T4Y,1,1.0,-0.5106
B0019N6PB0,1,4.0,0.4404
B0019N87XE,1,5.0,0.7425
B0019N89UU,1,5.0,0.9719
B0019NAB74,1,5.0,0.9274
B0019NADCC,2,1.0,0.3553
B0019NADMC,1,5.0,0.8957
B0019O5Z0Q,4,3.75,0.6864
B0019QFBJE,1,5.0,-0.4449
B0019QG5CG,8,3.75,0.6782
B0019QKOQY,4,4.75,0.8408
B0019QT4MO,1,5.0,0.9686
B0019QT5TQ,1,5.0,0.4588
B0019QT66I,35,4.5429,0.6017
B0019QWFRK,1,3.0,-0.3107
B0019R211E,1,4.0,-0.0516
B0019RJB7Q,1,5.0,-0.128
B0019RKR74,1,5.0,0.975
B0019RLJV2,4,5.0,0.747
B0019RQNU4,1,5.0,0.7964
B0019S4T0O,1,5.0,0.9166
B0019S53VI,2,4.5,0.8692
B0019S6D6C,1,4.0,0.9468
B0019S6VOG,1,5.0,0.8932
B0019S714A,1,5.0,0.9155
B0019S7JAG,1,5.0,0.9756
B0019S9XL4,2,4.5,0.9489
B0019SA1MY,1,5.0,0.9325
B0019SAKP2,1,4.0,0.9748
B0019SALII,1,5.0,0.8658
B0019SE6M0,4,4.5,0.8875
B0019SE7P6,1,5.0,0.9231
B0019SP8UO,5,3.8,0.5404
B0019T25QI,1,3.0,-0.7033
B0019VAMG6,3,5.0,0.7909
B0019VCEIA,1,5.0,0.8858
B0019VD8MG,2,4.0,0.8612
B0019VJWUI,1,5.0,0.7184
B0019VM5FC,1,5.0,0.8316
B0019VM5R0,3,5.0,0.9038
B0019VXAWO,1,5.0,0.928
B0019X02HI,1,1.0,-0.1779
B0019Z6ES2,1,3.0,0.6369
B0019Z93VW,1,5.0,0.9153
B0019ZB4KA,2,5.0,0.818
B0019ZB7IO,1,5.0,0.8225
B0019ZFUQO,1,1.0,0.4767
B0019ZFZTQ,1,4.0,0.7506
B0019ZHU2Q,1,5.0,0.9153
B0019ZN1OM,4,4.0,0.5054
B0019ZWWSI,2,3.5,0.2517
B001A00ZDQ,1,5.0,0.6597
B001A01BN4,1,3.0,0.2263
B001A02QJW,4,4.75,0.8905
B001A1PYHW,2,5.0,0.4278
B001A1RSCG,2,5.0,0.6592
B001A1TVYO,2,4.5,0.681
B001A1TW02,1,5.0,0.9878
B001A33FZ8,2,3.0,-0.4658
B001A3GAKU,1,5.0,0.9852
B001A3KHU4,2,3.0,0.9655
B001A43E6M,1,5.0,0.5267
B001A47SIW,1,5.0,0.7096
B001A47SLE,2,1.0,0.7764
B001A4B8EM,3,2.6667,0.6077
B001A5HCCS,2,5.0,0.9168
B001A5RSBS,1,2.0,-0.4588
B001A5VEVS,1,5.0,0.8271
B001A5VLYS,6,3.3333,0.5681
B001A5WSMC,3,4.6667,0.8602
B001A5ZCY8,1,5.0,0.9143
B001A60XMI,1,1.0,0.9547
B001A62RYA,1,3.0,-0.7003
B001A66XQ8,1,5.0,0.9081
B001A7RNB6,1,4.0,0.7003
B001ABMDA8,1,5.0,0.9638
B001ABOB8K,9,4.6667,0.8274
B001ABOBEO,1,5.0,0.872
B001ABOBIA,1,5.0,0.743
B001ABOBL2,1,5.0,0.8402
B001ABOBRQ,1,5.0,0.9509
B001ABOC4S,1,1.0,0.8272
B001ABOCBG,2,1.0,0.1523
B001ABTGF8,3,4.6667,0.5779
B001ABTGQW,3,4.6667,0.8096
B001ABTH84,3,3.6667,0.7495
B001ABTIME,1,5.0,0.5256
B001ABTINS,1,5.0,0.5256
B001ABUY5Y,4,3.0,0.5434
B001ABUY7M,2,4.5,0.9378
B001ABUYIQ,11,4.0,0.8731
B001AC4ROW,1,5.0,0.9153
B001AC4RP6,1,1.0,0.7522
B001AC57NM,2,3.0,0.1833
B001AC57P0,1,5.0,0.9432
B001AC67CM,1,5.0,0.9524
B001AC87WK,2,5.0,0.888
B001AC87X4,3,4.3333,0.5936
B001AC8JL4,6,2.3333,0.5572
B001ACDOA0,3,4.6667,0.3156
B001ACIAE0,1,1.0,0.7184
B001ACMCNA,9,4.7778,0.9289
B001ACMCNU,11,4.3636,0.8714
B001ACNWUC,5,4.6,0.8544
B001ACNWY8,9,4.2222,0.6487
B001ACNXVU,1,4.0,0.765
B001ACPIUE,1,3.0,0.9985
B001ACPNYU,1,5.0,0.936
B001ACPPXE,6,3.3333,0.9054
B001ACTYT0,1,5.0,0.8805
B001ACTYTU,1,5.0,0.569
B001ACUWMS,3,5.0,0.6498
B001AF5QP8,1,5.0,0.4404
B001AF5QTE,2,4.0,0.1394
B001AF7S0Y,1,5.0,0.9828
B001AG2SBM,1,4.0,0.849
B001AG6BMO,7,4.8571,0.8673
B001AG9ZXG,1,5.0,0.985
B001AHFVHO,36,4.5556,0.8998
B001AHI2HA,2,5.0,0.8708
B001AHJ2D8,33,4.5758,0.8634
B001AHJ2FQ,26,4.6538,0.883
B001AHJ9TA,2,3.5,0.8188
B001AHJ9U4,3,4.6667,0.932
B001AHJ9WW,2,5.0,0.9473
B001AHJMEC,1,1.0,-0.079
B001AHJMWO,1,2.0,0.9399
B001AHKYTY,1,5.0,0.9371
B001AHKYYO,1,4.0,0.6369
B001AHL6CI,28,4.6429,0.9152
B001AHLPT2,1,2.0,0.9565
B001AIQP8M,33,4.6364,0.816
B001AJ1NLU,1,5.0,0.9812
B001AJ1ULS,38,3.6842,0.6298
B001AJ7LW0,3,5.0,0.7501
B001AJ9L7I,1,4.0,0.9256
B001AJW6L6,1,4.0,0.836
B001AK4G40,1,5.0,0.8119
B001AL5TTA,1,3.0,0.5423
B001AML2LI,2,4.0,0.7942
B001AMLQNW,7,3.7143,0.6527
B001AMPHAA,1,1.0,-0.0516
B001ANXX8W,1,1.0,0.6908
B001ANZXW6,1,5.0,0.9153
B001AO196Y,1,5.0,0.8979
B001AO2WLK,1,5.0,0.9846
B001AQQJ2Q,2,4.0,0.9116
B001AQS7JE,1,5.0,0.8932
B001AQVQL0,2,4.5,0.8483
B001AQWFY2,2,3.0,0.635
B001ARJE5E,1,5.0,0.7351
B001AS04SE,3,1.6667,0.0791
B001AS1A4Q,84,4.1548,0.6449
B001AS6HJE,1,2.0,0.4404
B001ASC022,1,1.0,0.2732
B001ASH39W,2,4.0,0.4936
B001ASHZ2W,1,5.0,0.6249
B001ASZUVK,1,5.0,0.0
B001ASZV5K,1,4.0,0.9484
B001ASZVAU,1,1.0,-0.3818
B001AT4A1K,4,5.0,0.5504
B001ATFGEU,1,5.0,0.8934
B001ATKR1W,1,2.0,-0.7089
B001ATMQK2,2,5.0,0.7834
B001ATOM3G,2,4.0,0.5626
B001ATOOQG,1,5.0,0.8316
B001ATZOAQ,2,5.0,0.9495
B001AU3GU0,1,1.0,0.927
B001AV19EY,3,4.6667,0.7439
B001AV1WIM,1,5.0,0.9825
B001AV2D30,1,5.0,0.8555
B001AV7F6K,1,5.0,0.9371
B001AV7F74,1,4.0,0.8875
B001AVC4AW,1,5.0,0.946
B001AVDMJE,1,3.0,0.9545
B001AVJQ80,1,5.0,0.8655
B001AVJT0K,1,5.0,0.6801
B001AVMWJK,3,4.6667,0.8073
B001AW9PTO,9,3.5556,0.517
B001AW9WII,3,4.6667,0.8077
B001AW9WLU,3,3.3333,0.7262
B001AW9WMO,3,4.0,0.901
B001AWBL5U,6,2.0,0.3509
B001AWBL82,4,4.25,0.3324
B001AWBROK,4,4.25,0.5863
B001AWBRSQ,2,5.0,0.7897
B001AWBZQK,3,2.3333,0.7318
B001AWBZRO,2,3.0,0.4824
B001AWD97I,4,4.5,0.87
B001AWDGXA,1,2.0,0.5994
B001AWFB7O,5,4.2,0.7273
B001AWFBDI,1,5.0,0.875
B001AWFJO4,1,1.0,-0.1531
B001AWFJSA,1,2.0,0.8271
B001AXZ7Q8,3,3.0,0.2617
B001AXZWE0,1,5.0,0.9701
B001AY032U,1,4.0,0.3182
B001AY1Q0I,1,5.0,0.9726
B001AY1RUC,1,5.0,0.9371
B001AY2B52,1,5.0,0.9578
B001AY3JT4,2,5.0,0.9528
B001AY3YS0,1,3.0,0.7003
B001AY7XVO,1,5.0,0.9545
B001AY7YA4,1,5.0,0.8781
B001AY8570,2,4.5,0.8356
B001AY8VV0,5,5.0,0.9161
B001AY8YYO,1,5.0,0.9313
B001AY9BQE,1,3.0,-0.2023
B001AY9EXY,1,5.0,0.8464
B001AY9GHI,1,5.0,0.9142
B001AY9GSC,1,5.0,0.8807
B001AY9GXM,1,3.0,0.9572
B001AY9JHK,2,4.5,0.7234
B001AY9NSA,1,4.0,-0.7665
B001AY9RIQ,2,4.0,0.9261
B001AYB04A,2,5.0,0.8742
B001AYB0AO,1,5.0,0.9509
B001AYB8KQ,2,4.0,0.9128
B001AYB9FU,1,5.0,0.91
B001AYBCI4,1,5.0,0.9872
B001AYBD4C,1,5.0,0.9584
B001AYBDJM,1,5.0,0.9584
B001AYBFJK,1,5.0,0.0
B001AYBRM0,1,5.0,0.9413
B001AYDCCS,1,5.0,0.8402
B001AYDCQY,1,1.0,0.8658
B001AYDDCC,2,5.0,0.9152
B001AYDFC0,1,5.0,0.8957
B001AYDR7S,1,5.0,0.8225
B001AYDRTQ,1,5.0,0.9473
B001AYDSMW,1,5.0,0.9313
B001AYEAR4,1,5.0,0.9804
B001AYEUEW,1,5.0,0.6597
B001AYEUH4,1,5.0,0.0
B001AZREO4,1,5.0,0.993
B001AZX0PQ,3,5.0,0.9332
B001B02JF2,1,5.0,0.9938
B001B04Z2M,2,5.0,0.915
B001B0C9Q6,4,4.5,0.2851
B001B0SGTK,1,1.0,0.6808
B001B0W0R4,5,4.4,0.8736
B001B0W0W4,1,4.0,0.9827
B001B0Y1S0,1,5.0,0.7841
B001B0ZEZE,1,5.0,0.743
B001B10WR8,2,3.5,0.9338
B001B13TUU,2,4.5,0.7222
B001B185I6,1,5.0,0.9022
B001B1KH1Y,9,4.8889,0.1981
B001B1OK80,6,4.6667,0.5122
B001B21B9U,2,4.0,0.5679
B001B24JXA,1,1.0,0.8846
B001B2SRF6,1,5.0,0.9413
B001B2STS6,1,5.0,0.8832
B001B2SVOS,1,1.0,0.5719
B001B2SY9U,2,5.0,0.9226
B001B2TZ1Q,1,4.0,0.9725
B001B2U5Q0,2,3.5,0.9626
B001B36ITC,1,5.0,0.9932
B001B38CI2,1,5.0,0.6249
B001B38CIM,1,3.0,-0.7506
B001B39SAI,1,5.0,0.9413
B001B3JAL0,7,4.4286,0.7564
B001B48DGW,1,5.0,0.9559
B001B4H7YQ,1,5.0,0.9477
B001B4TTWO,2,4.5,0.9141
B001B4VOQI,34,4.6176,0.8186
B001B4X7L8,1,5.0,0.7964
B001B5RQSC,1,5.0,0.9643
B001B6AM6E,5,4.2,0.5462
B001B6E6KM,1,5.0,0.8625
B001B7I5NU,1,2.0,0.7003
B001B7NMTM,2,1.5,0.5966
B001B80RQC,1,5.0,0.8122
B001B8WYTA,1,5.0,0.2732
B001BA27X6,1,4.0,0.8625
B001BBTD32,1,5.0,0.9118
B001BBUA3Y,1,5.0,0.9866
B001BBXP7M,16,3.8125,0.6085
B001BBXRAW,1,5.0,0.7845
B001BBYCW4,3,5.0,0.9576
B001BBZW0U,1,3.0,0.5719
B001BC745U,1,5.0,0.9451
B001BCAYE8,1,5.0,0.2023
B001BCOYMG,3,5.0,0.9383
B001BCOZ3E,9,4.8889,0.9427
B001BCOZ70,1,5.0,0.923
B001BCOZ9S,5,4.8,0.8733
B001BCPDNK,1,4.0,0.8555
B001BCSAS0,1,4.0,0.6901
B001BCSATE,1,5.0,0.8481
B001BCSU08,1,4.0,0.9062
B001BCUBFK,3,5.0,0.3293
B001BCUBTQ,13,3.6923,0.7149
B001BCUBZ0,3,4.6667,0.745
B001BCVDXO,3,4.0,0.5506
B001BCVE5G,2,3.0,0.1259
B001BCVEBU,6,4.1667,0.8787
B001BCVLG8,1,2.0,0.802
B001BCVY4W,43,4.3023,0.8045
B001BCVY9W,46,4.1739,0.7359
B001BCWAFY,3,4.6667,0.8744
B001BCXA7G,1,4.0,0.9445
B001BCXAA8,1,2.0,0.4019
B001BCXAIA,2,4.5,0.8916
B001BCXI64,2,5.0,0.9236
B001BCXTGS,41,4.0488,0.6477
B001BCY6FQ,1,3.0,0.2023
B001BCYBG0,1,4.0,0.8625
B001BDB2G6,1,5.0,0.9804
B001BDBODC,5,4.0,0.8756
B001BDD278,2,3.0,0.2963
B001BDDGOC,2,4.0,0.793
B001BDDHF0,1,5.0,0.0
B001BDDHHS,1,5.0,0.9612
B001BDDT8K,48,4.0625,0.7177
B001BDDTB2,39,4.4615,0.7937
B001BDE7WM,1,5.0,0.8934
B001BDEI6M,1,5.0,0.9836
B001BDEI6W,2,5.0,0.7024
B001BDI0QQ,6,4.1667,0.4436
B001BDI0RA,2,4.5,0.9768
B001BDI0RK,3,4.6667,0.8848
B001BDJV8C,1,5.0,0.8658
B001BETMEO,7,3.4286,0.1769
B001BEXBCS,5,4.2,0.315
B001BEZ54K,2,5.0,0.838
B001BF3FGY,2,5.0,0.7839
B001BF3FHS,1,5.0,0.6369
B001BF5KSU,1,5.0,0.7269
B001BF7PV0,2,3.5,0.6228
B001BG4RBK,4,4.5,0.8613
B001BIU94W,1,2.0,0.4215
B001BIXJG2,3,5.0,0.8224
B001BIXK7K,3,5.0,0.0503
B001BJB4ZE,1,4.0,0.9153
B001BJDVAA,1,5.0,0.9698
B001BKL93U,3,5.0,0.6383
B001BKL94O,4,4.5,0.4572
B001BKLA48,2,5.0,0.6247
B001BKLA4I,1,3.0,0.3818
B001BKLAY8,2,2.5,0.9332
B001BKLHMI,5,5.0,0.8643
B001BKLHS2,1,5.0,0.6486
B001BKNAZA,2,3.0,-0.0778
B001BKNAZK,1,3.0,0.7076
B001BKPJUY,1,5.0,0.9497
B001BKR5L0,1,5.0,0.3999
B001BKR5N8,1,3.0,0.9633
B001BKRC6S,2,5.0,0.5858
B001BKRCVS,1,5.0,0.9538
B001BLH92E,2,4.5,0.2553
B001BLXRPC,23,3.6522,0.6004
B001BLXSVK,3,3.6667,0.8526
B001BLXTRI,1,2.0,0.6808
B001BLZVQ0,15,4.4667,0.8002
B001BM01BE,23,3.5652,0.7485
B001BM2UUO,1,5.0,0.9118
B001BM368E,12,3.8333,0.7952
B001BM36NY,1,5.0,0.9826
B001BM395E,7,4.4286,0.862
B001BM3C0Q,24,3.9167,0.6313
B001BM3C4M,22,4.0455,0.7133
B001BM3CE2,1,3.0,0.4939
B001BM3G2U,1,4.0,-0.4019
B001BM3HD8,1,5.0,0.9601
B001BM3I96,1,5.0,-0.3182
B001BM3KXU,2,3.0,0.8097
B001BM3LMA,1,3.0,0.296
B001BM3NJQ,1,5.0,0.8327
B001BM3ON6,2,5.0,0.4504
B001BM3PIK,3,4.0,0.9135
B001BM3POY,1,1.0,0.969
B001BM4MFK,1,2.0,-0.2235
B001BM4N72,2,5.0,0.8493
B001BM4NAE,27,4.0741,0.7912
B001BM4NWM,3,4.0,0.1896
B001BM4RC8,22,3.5909,0.6062
B001BM4ROQ,1,5.0,0.9201
B001BM4SPY,1,5.0,0.9753
B001BM4ZMA,1,1.0,0.6369
B001BM62T4,11,3.6364,0.9222
B001BM68QG,7,3.7143,0.8003
B001BM68QQ,4,2.75,0.4494
B001BM68RA,1,4.0,0.8885
B001BM68S4,4,4.0,0.9042
B001BM6I8O,2,5.0,0.6644
B001BM6IDY,5,4.6,0.8187
B001BM6LVS,9,3.8889,0.9081
B001BM6NIY,4,4.5,0.8249
B001BM6PKK,1,5.0,0.7579
B001BM6Q0Y,3,3.6667,0.1455
B001BM6SDE,1,4.0,-0.2732
B001BM8SS2,7,4.2857,0.627
B001BM8T4U,3,4.6667,0.0074
B001BM8TOU,3,4.3333,0.5022
B001BM8WUG,2,3.0,-0.4718
B001BM9ZQG,1,4.0,0.9657
B001BMDERC,1,5.0,0.9887
B001BMDEZY,1,2.0,0.9423
B001BMDF1M,1,5.0,0.886
B001BMDF8A,2,5.0,0.9186
B001BMDH5G,1,2.0,0.5267
B001BMDQHA,4,3.25,0.6235
B001BNN12E,1,5.0,0.8332
B001BO678S,1,5.0,0.9923
B001BO8S76,1,3.0,0.3415
B001BOAOLY,3,4.3333,0.5149
B001BOAOQ4,1,5.0,0.9217
B001BOC8IQ,1,5.0,0.872
B001BOE3SY,1,5.0,0.5627
B001BOE3UW,2,4.5,0.6956
B001BOJDU2,1,5.0,0.8126
B001BOLBVQ,2,3.5,0.3978
B001BON63M,1,5.0,0.9503
B001BON71I,3,5.0,0.864
B001BON7HM,1,1.0,-0.4767
B001BOOKW8,3,4.3333,0.8458
B001BOQ3QY,9,4.1111,0.777
B001BOQ3SW,20,4.1,0.8273
B001BOQ42M,2,4.5,0.9354
B001BORBHO,17,4.0,0.8534
B001BORBII,2,4.0,0.9637
B001BORBM4,28,4.0357,0.795
B001BORBMY,25,4.4,0.7737
B001BOTAQO,1,4.0,0.9464
B001BOTB72,7,4.8571,0.8868
B001BOTDL6,4,5.0,0.9063
B001BOTDLQ,1,5.0,0.6486
B001BOTDP2,4,4.0,0.4669
B001BOVDHS,4,4.75,0.9839
B001BOVDNC,2,5.0,0.0887
B001BOVE54,18,3.1111,0.6398
B001BOX9AM,2,5.0,0.692
B001BOXBAA,18,4.8889,0.8784
B001BOXBHI,8,4.625,0.9188
B001BR9B92,1,5.0,0.9768
B001BS4FWO,1,5.0,0.4215
B001BS4G0K,3,5.0,0.6189
B001BS4G6O,52,4.5769,0.6799
B001BS66DK,1,5.0,0.9924
B001BS9OHU,1,5.0,0.926
B001BSBFJU,2,4.5,0.2779
B001BSBFUO,19,4.6842,0.4836
B001BTJNNE,1,5.0,0.6808
B001BU0JEK,5,2.6,0.3227
B001BU7U38,1,1.0,0.3173
B001BUCXXA,1,5.0,0.9559
B001BVXZYK,1,5.0,0.886
B001BW3238,1,5.0,0.9509
B001BW3RJW,1,3.0,0.5574
B001BW4ABG,1,5.0,0.7506
B001BWY67Y,1,5.0,0.9824
B001BX4U2E,1,5.0,0.9382
B001BY5JH8,2,5.0,0.7466
B001BYEHBW,1,5.0,0.8074
B001BYGJLS,2,3.0,0.3965
B001BZ3PZ0,1,5.0,0.8795
B001BZ5EFE,1,5.0,0.9062
B001BZ5FDU,4,4.5,0.8752
B001BZ5UJY,1,5.0,0.4939
B001BZ7N1M,2,5.0,0.8872
B001BZ7YYS,1,2.0,0.7693
B001BZ9R3O,2,2.0,0.3172
B001BZ9RNO,1,5.0,0.9419
B001BZ9S4M,1,4.0,0.9643
B001BZ9SLK,2,3.0,0.6164
B001BZ9SMO,1,5.0,0.977
B001BZ9SUQ,2,5.0,0.9652
B001BZEGN0,3,3.6667,0.7178
B001BZQS4A,1,5.0,0.981
B001BZSD6G,1,5.0,0.9656
B001BZX2DA,1,5.0,0.9612
B001C15JCU,10,2.6,0.4359
B001C1MCHK,1,5.0,0.7506
B001C2CM60,2,2.5,0.6452
B001C46N8Q,1,5.0,0.9747
B001C4PK1C,1,5.0,0.9213
B001C4PK4Y,1,4.0,0.3818
B001C4PKIK,1,5.0,0.9818
B001C5GHCM,4,4.25,0.6818
B001C5KY58,2,5.0,0.9404
B001C5U8Z4,1,5.0,0.8979
B001C5UDD6,1,4.0,-0.6821
B001C93G68,1,5.0,0.7003
B001CAP2SC,1,4.0,0.8591
B001CAT1PW,1,5.0,0.9494
B001CAT22O,1,5.0,0.8718
B001CAV6V4,1,5.0,0.0
B001CAXRSE,1,1.0,0.8326
B001CBCJGE,3,5.0,0.4054
B001CBEGNS,1,5.0,0.8658
B001CC734G,2,4.5,0.5466
B001CCJVJ6,2,5.0,0.6953
B001CCLJ4Q,1,4.0,0.8689
B001CCQVGW,2,5.0,0.9497
B001CCQVNA,2,5.0,0.63
B001CCS80Y,8,4.625,0.7123
B001CCTU24,2,5.0,0.5054
B001CCU848,8,3.625,0.7245
