product_id,total_reviews,avg_star_rating,avg_sentiment
B000A0LFH2,2,4.5,0.7728
B000A0OG5K,1,1.0,0.0
B000A0PNA2,2,4.5,0.799
B000A0VOD2,2,3.0,0.0714
B000A0WLFC,1,5.0,0.9451
B000A0WMX8,1,5.0,0.6801
B000A0WMXS,1,5.0,0.8689
B000A0YHO0,3,4.6667,0.3118
B000A10TV4,7,5.0,0.7433
B000A11IRI,2,5.0,0.749
B000A1B7EC,1,1.0,0.6378
B000A28TJ2,2,5.0,0.9832
B000A2BCJG,16,3.6875,0.4812
B000A2KJ7M,3,3.6667,0.3233
B000A3I3BA,12,3.5,0.553
B000A3SJ8W,2,5.0,0.885
B000A3TWOW,3,5.0,0.4644
B000A3W6KO,1,5.0,-0.6597
B000A3ZM2I,1,5.0,0.8934
B000A40OVQ,1,5.0,0.7906
B000A76UOI,2,5.0,0.7024
B000AAIAH0,16,3.75,0.7587
B000AAQ0BS,1,5.0,0.9552
B000ABE41A,1,5.0,0.9442
B000AEWGBM,1,5.0,0.0
B000AF0A78,6,3.8333,0.7979
B000ALGNHI,10,4.4,0.7785
B000ALGNHS,1,2.0,0.5106
B000ALI6OQ,2,4.5,0.7012
B000ALJNUM,1,5.0,0.9118
B000ALK4RS,2,5.0,0.5602
B000AM7FZ6,1,1.0,0.5141
B000AMCA92,1,5.0,0.9169
B000AMPRBU,2,4.5,0.9282
B000AMR902,1,1.0,-0.2263
B000AMWOWU,2,4.0,0.5716
B000AN1YG6,1,1.0,0.9588
B000ANFG3S,2,4.5,0.0158
B000ANFS3Q,1,2.0,0.3818
B000ANJBAW,1,5.0,0.8268
B000ANO3N2,4,3.0,0.682
B000AOOR3C,4,4.75,0.7486
B000AOV9BU,2,4.5,0.9675
B000AP1NVU,1,4.0,0.0
B000AP1NX8,2,5.0,0.8202
B000AP58O8,1,5.0,0.8085
B000AP6SFG,1,5.0,0.9171
B000AP8FJ8,1,2.0,0.3612
B000AQFQC6,18,3.0556,0.4782
B000AQHHF0,2,5.0,0.9294
B000AQHJFI,1,5.0,0.8473
B000AQJRWG,15,3.4667,0.3816
B000ARPK80,1,5.0,0.8074
B000ARPK9E,1,5.0,-0.0018
B000ARTNM4,1,1.0,-0.875
B000ARTNMO,2,5.0,0.9394
B000ARTNR4,3,3.3333,0.8583
B000ARTNRE,9,3.3333,0.6754
B000ARWL46,6,4.5,0.3776
B000ARWL4G,3,4.6667,0.6644
B000AS1LFU,3,5.0,0.8822
B000AS1LGE,1,2.0,-0.1027
B000AXQI08,1,4.0,0.4939
B000AXQI2Q,1,5.0,0.9832
B000AXQI30,1,5.0,0.7351
B000AXQI3U,1,4.0,0.9906
B000AXSFZY,1,5.0,0.9825
B000AXSG0I,1,4.0,0.872
B000AXSG0S,1,5.0,0.7845
B000AXSG1M,1,4.0,0.6249
B000AXSG2Q,2,5.0,0.7866
B000AXU99O,4,2.5,0.2504
B000AXW9XI,1,5.0,0.8658
B000AXW9YW,1,3.0,0.743
B000AXW9ZQ,2,4.5,0.911
B000AXWAUA,1,5.0,0.9073
B000AXWTV0,1,5.0,0.7096
B000AY9SR2,9,4.3333,0.7148
B000AY9U20,3,4.0,0.3835
B000AY9U3O,1,5.0,0.5423
B000AY9UBQ,5,4.2,0.9411
B000AY9UDO,1,3.0,0.926
B000AY9UKM,5,5.0,0.6056
B000AY9UNE,1,5.0,0.9336
B000AY9V06,1,5.0,0.4404
B000AY9V4W,1,5.0,0.5423
B000AYDFCG,4,3.0,0.4478
B000AYDG3Y,1,5.0,0.8271
B000AYDGHU,2,4.5,0.7037
B000AYDGZ2,1,3.0,0.9432
B000AYDGZM,1,1.0,-0.952
B000AYDGZW,2,4.0,0.9243
B000AYDH2Y,1,4.0,0.2044
B000AYDH88,11,4.0,0.8359
B000AYDHTM,4,4.5,0.8442
B000AYDHVU,1,1.0,0.972
B000AYDHXS,1,5.0,0.4404
B000AYDHYW,2,5.0,0.6572
B000AYFA56,2,4.5,0.9232
B000AYFAKG,2,5.0,0.7542
B000AYFAMO,5,4.2,0.6761
B000AYFAO2,3,5.0,0.4044
B000AYFATW,9,5.0,0.8323
B000AYFBBY,4,5.0,0.8998
B000AYFBY6,1,5.0,0.8807
B000AYFC2W,1,2.0,0.4588
B000AYFCEU,9,4.8889,0.8272
B000AYFCF4,6,4.1667,0.8438
B000AYFDPI,3,4.0,0.5289
B000AYGW94,2,5.0,0.7472
B000AYGX98,1,5.0,0.9186
B000AYGXKC,8,5.0,0.9346
B000AYGXP2,1,5.0,0.8807
B000AYGY9M,1,5.0,0.4404
B000B1RYCK,2,3.5,0.464
B000B1X14K,1,5.0,0.908
B000B1X5IM,1,5.0,0.8761
B000B2VN5S,1,4.0,0.7287
B000B2VRG8,2,4.5,0.2742
B000B69Y1E,1,5.0,0.9618
B000B6CYNO,1,5.0,0.5719
B000B6CYP2,1,5.0,0.4201
B000B6CYYS,2,5.0,0.9259
B000B6FL2K,2,5.0,0.7094
B000B6FLPW,1,5.0,0.7003
B000B6FLW0,1,5.0,0.8074
B000B6J4JG,1,5.0,0.7943
B000B6J56I,1,1.0,-0.0772
B000B6KQZM,1,4.0,0.9507
B000B6MU42,1,5.0,0.9287
B000B6MV8M,1,5.0,0.9217
B000B6MW3Q,1,5.0,0.7579
B000B6MW7C,1,5.0,0.9062
B000B6O4LO,13,4.6154,0.781
B000B74Z3U,3,5.0,0.6247
B000B7QMRW,9,4.8889,0.8144
B000B7R6QI,1,5.0,0.9062
B000B7RFTG,1,2.0,0.0
B000B7S2QG,3,4.6667,0.7087
B000B7SU8Q,1,5.0,0.9081
B000B7SX0G,10,4.2,0.5145
B000B7TNSM,2,5.0,0.8726
B000B85AU6,1,5.0,0.9099
B000B85NEY,1,2.0,0.9552
B000B88Z4O,1,5.0,0.7003
B000B8DDY6,1,5.0,0.9081
B000B8FYZC,1,3.0,0.6124
B000B8LA2S,2,4.0,0.886
B000B8LT7O,1,5.0,0.5423
B000B8PZAG,1,5.0,0.936
B000B8SR8I,1,5.0,0.4588
B000B8UO9I,2,5.0,0.9041
B000B8WBEY,2,5.0,0.6795
B000B8ZA60,2,4.5,0.439
B000B9SFP2,2,4.0,0.9624
B000BB6JVC,1,2.0,-0.1531
B000BBS4GK,3,4.0,0.892
B000BBY7XY,3,3.6667,0.3258
B000BBY7YI,1,5.0,0.7003
B000BBY7YS,6,5.0,0.7953
B000BBY7ZC,12,4.6667,0.8675
B000BC0ZIY,3,5.0,0.6722
B000BC16HI,2,4.5,0.021
B000BC82PC,1,5.0,0.9286
B000BD0SDU,8,4.5,0.7093
B000BD23ZQ,1,5.0,0.7506
B000BDBS0M,1,5.0,0.9136
B000BDLT1U,1,4.0,0.7845
B000BEZULY,1,5.0,0.8625
B000BEZVW2,15,4.8,0.7941
B000BF10I0,4,5.0,0.9385
B000BF10IA,3,3.0,0.5628
B000BF10K8,2,3.0,0.8848
B000BF10L2,1,2.0,0.8126
B000BF3AGU,4,5.0,0.7388
B000BF3AHO,1,5.0,0.6808
B000BF3AII,5,4.6,0.5242
B000BF3AJ2,7,3.5714,0.6992
B000BF3AL0,4,3.5,0.6829
B000BF54MS,4,4.0,0.8668
B000BF54NW,1,5.0,0.8271
B000BF54O6,4,5.0,0.9528
B000BF54RS,1,5.0,0.908
B000BGMKU6,1,5.0,0.961
B000BGRCL8,2,5.0,0.8318
B000BH1NQW,1,5.0,0.6369
B000BH3K68,2,5.0,0.9211
B000BH3K6I,1,5.0,0.7841
B000BH3K8G,3,3.6667,0.6987
B000BH5Q0G,1,5.0,0.9441
B000BH8P2C,4,2.5,0.2608
B000BHCAJG,5,4.6,0.9342
B000BHH3M0,1,3.0,-0.4767
B000BHRB9A,2,4.0,0.928
B000BHRBAE,2,5.0,0.9082
B000BHRD5W,3,4.6667,0.8874
B000BICL9O,1,4.0,0.9062
B000BIQLL8,3,2.6667,0.8234
B000BIUH18,2,5.0,0.3113
B000BIUH40,1,4.0,0.6249
B000BIVY5G,1,5.0,0.8785
B000BIVY6K,1,5.0,0.9153
B000BIXP8A,1,4.0,0.6249
B000BIXP8K,2,5.0,0.457
B000BIZT3Y,1,1.0,-0.4215
B000BIZT5M,2,5.0,0.715
B000BJHGL6,1,5.0,0.8938
B000BJPE92,1,5.0,0.9044
B000BJPF5A,1,5.0,0.954
B000BLB13I,1,5.0,0.7351
B000BLLWCS,3,4.0,-0.055
B000BLMR4A,1,5.0,0.6369
B000BLMWCM,2,5.0,0.0382
B000BLNU6E,6,4.0,0.81
B000BME116,1,5.0,0.1779
B000BMG736,1,5.0,0.8957
B000BMG7D6,1,5.0,0.9022
B000BMHT8S,3,3.0,0.6065
B000BMI644,2,3.5,0.852
B000BMNMD4,1,4.0,0.7787
B000BN82I8,1,5.0,0.9877
B000BNSXY6,1,5.0,0.8982
B000BNVEDI,1,5.0,0.9605
B000BNY5UW,2,3.0,0.9354
B000BO73TQ,1,1.0,0.3818
B000BO7CTM,1,5.0,0.9776
B000BOZ6K4,1,5.0,0.9643
B000BP8JI4,3,5.0,0.9142
B000BP8ZG0,1,5.0,0.3182
B000BPNMVS,1,1.0,-0.4019
B000BPR1AQ,2,3.5,0.0879
B000BQOEB4,1,1.0,0.743
B000BQPEO0,1,5.0,0.9684
B000BQSI1G,1,2.0,0.5106
B000BQUUTO,1,5.0,-0.1796
B000BQVS0E,3,4.6667,0.732
B000BQWZ2E,1,4.0,0.5719
B000BR771W,1,1.0,-0.4019
B000BRNQL2,1,4.0,0.5994
B000BRQUTC,1,1.0,0.8658
B000BRR8VQ,80,4.7125,0.8808
B000BRV9NY,1,5.0,-0.5267
B000BRWMIK,1,5.0,0.2023
B000BSHNOC,5,4.6,0.8828
B000BSW6K8,2,3.0,0.9512
B000BSWIQA,1,5.0,0.8442
B000BT5KI2,1,5.0,0.991
B000BTAR6M,1,5.0,0.7506
B000BTAREY,1,5.0,0.9607
B000BTAT4C,1,5.0,0.0
B000BTB66M,1,5.0,0.9584
B000BTBR1Q,3,2.3333,0.8667
B000BTBR20,2,5.0,0.942
B000BTD0PC,3,3.3333,0.9039
B000BTDL88,2,5.0,0.9366
B000BTHHGU,2,5.0,0.8758
B000BTIHBO,2,5.0,0.7696
B000BTK12M,2,3.5,0.875
B000BUPS56,1,5.0,0.0772
B000BURCNC,3,4.0,0.6036
B000BVNSFW,7,3.5714,0.5888
B000BVOTCI,1,5.0,0.5106
B000BVPV5W,1,5.0,0.4927
B000BVQ40S,1,4.0,0.4404
B000BVQ9TY,1,1.0,0.765
B000BVX244,1,4.0,0.8316
B000BVY02M,8,3.75,0.006
B000BWEJG8,1,3.0,0.5719
B000BWJYX6,1,4.0,0.5677
B000BWR26W,6,4.5,0.9404
B000BWRM8K,2,4.5,0.8726
B000BXSQVQ,1,5.0,0.93
B000BXSRT2,10,4.0,0.6361
B000BXSTXQ,5,5.0,0.6069
B000BXSTY0,13,4.9231,0.8277
B000BXT278,1,1.0,-0.6249
B000BXUVYG,4,3.0,0.4516
B000BXUWN6,1,5.0,0.93
B000BXUXP8,1,4.0,-0.0276
B000BXX20G,2,5.0,0.5652
B000BXX39Q,1,5.0,0.9382
B000BXZ4MK,1,5.0,0.8779
B000BXZ6EG,1,5.0,0.8555
B000BXZ6FK,9,4.5556,0.7514
B000BY50AK,1,3.0,0.4215
B000BY50B4,1,5.0,0.8687
B000BY50BE,1,1.0,0.946
B000BY50BY,7,3.5714,0.6074
B000BY50C8,2,5.0,0.7752
B000BY50CS,1,5.0,0.9442
B000BY9AI8,2,5.0,0.8998
B000BYAECY,6,2.5,0.4824
B000BYALJK,1,5.0,0.9231
B000BYCIPU,5,3.6,0.7479
B000BYCITQ,1,5.0,0.8892
B000BYLQW6,3,5.0,0.5806
B000BYM4WM,4,4.75,0.8405
B000BYSOG2,1,1.0,0.4588
B000BZ6LXO,8,1.25,0.4065
B000BZZKVS,18,3.6667,0.5793
B000C02448,1,4.0,0.9136
B000C0248E,1,5.0,0.7906
B000C037M6,1,5.0,0.9246
B000C06GNS,2,5.0,0.9464
B000C0TNH4,1,5.0,0.9545
B000C0YYSM,1,3.0,0.0
B000C1CUMI,1,2.0,0.296
B000C2RTYG,2,3.5,0.9233
B000C4MU9I,1,5.0,0.8442
B000C4QQ20,2,5.0,0.959
B000C5UYF4,7,4.8571,0.6572
B000C5YVCQ,1,5.0,0.7184
B000C5YWZW,1,5.0,0.9578
B000C9I21S,1,5.0,0.6369
B000CAW1CS,1,4.0,0.0
B000CB54S0,1,4.0,0.9612
B000CB8T3W,1,5.0,0.9628
B000CBFTC6,4,5.0,0.5022
B000CBOR60,2,3.0,0.0
B000CBQJ6Q,2,5.0,0.9587
B000CBQJBQ,2,4.5,0.8975
B000CBUOSU,1,5.0,0.6124
B000CBUOT4,1,5.0,0.6369
B000CBUOTY,1,5.0,0.9657
B000CC1HTE,4,3.75,0.6498
B000CC1QL8,1,5.0,0.9612
B000CC9DYK,2,3.0,0.6868
B000CC9V42,1,4.0,0.4939
B000CCIM74,1,5.0,0.9917
B000CCIX96,6,3.0,0.6151
B000CCN8M8,1,4.0,0.9468
B000CCZ18C,3,2.6667,0.5116
B000CCZ62I,1,3.0,0.9274
B000CD58QQ,1,5.0,0.8519
B000CD88UE,1,3.0,0.8779
B000CD9P88,3,4.6667,0.8689
B000CDHZ7Q,1,5.0,0.8934
B000CDHZFS,1,5.0,0.8519
B000CDI0PC,1,4.0,-0.0258
B000CDLJ6Y,1,4.0,0.9683
B000CDLJYQ,1,5.0,0.9371
B000CDMZDK,1,3.0,0.9923
B000CDWPOO,1,5.0,0.9572
B000CDZY8I,3,5.0,0.6503
B000CE9I9S,9,4.4444,0.8514
B000CEO6WM,3,5.0,0.9259
B000CEOBKY,1,4.0,0.933
B000CEQI4G,1,5.0,0.9674
B000CESJN4,2,4.5,0.8296
B000CFFP80,1,5.0,0.91
B000CFHFLU,1,5.0,0.8402
B000CFJDWY,3,4.0,0.4551
B000CFLBEM,2,4.5,0.4758
B000CHIJ0Y,1,1.0,0.0
B000CHKHHM,1,1.0,0.7845
B000CHMJZA,1,3.0,0.6249
B000CHMK0Y,1,5.0,0.9712
B000CHMK1I,1,5.0,0.9628
B000CI8O26,2,5.0,0.6585
B000CINE8A,4,3.0,0.9389
B000CIXMKA,2,3.0,0.7911
B000CL4GWU,2,4.5,0.9576
B000CMD63E,7,4.8571,0.5206
B000CMD64S,3,5.0,0.9565
B000CMD68O,1,5.0,0.6597
B000CMDRVK,2,3.5,0.6305
B000CMDRWO,3,4.3333,0.9162
B000CMF178,1,5.0,0.8807
B000CMF17S,3,5.0,0.8472
B000CMF18W,5,4.6,0.912
B000CMF196,10,4.7,0.8214
B000CMF1A0,6,5.0,0.7724
B000CMFKNS,3,5.0,0.8414
B000CMFLPU,6,4.0,0.5101
B000CMFM4A,1,4.0,0.7351
B000CMFMFE,1,3.0,0.9654
B000CMFVX2,1,2.0,0.8519
B000CMFVY6,2,4.5,0.915
B000CMH0N6,1,5.0,0.7717
B000CMH0OU,3,4.3333,0.9025
B000CMH0PY,2,5.0,0.9512
B000CMHMFM,2,3.5,0.0803
B000CMHMSO,1,5.0,0.9048
B000CMHMUC,5,5.0,0.7683
B000CMHSXI,3,4.6667,0.7727
B000CMIYWC,6,3.8333,0.5876
B000CMIYWM,4,5.0,0.923
B000CMIYX6,7,4.4286,0.7622
B000CMIYYA,4,4.75,0.9238
B000CMIYYU,1,5.0,0.9884
B000CMIYZY,1,5.0,0.6486
B000CMIZ0I,2,4.0,0.4652
B000CMIZ12,4,5.0,0.7947
B000CMKHQS,3,5.0,0.9259
B000CMKPDI,5,3.0,0.6704
B000CMOOH6,1,5.0,0.9313
B000CNB4LE,73,3.6164,0.5563
B000CNPX02,1,5.0,0.0
B000CNRL8Y,1,5.0,0.7346
B000CO6DZU,1,4.0,0.7906
B000CO7IC2,2,5.0,0.7979
B000COA70C,1,5.0,0.8908
B000COC0PC,2,5.0,0.8712
B000COCLYM,3,3.0,0.2017
B000COEZWS,9,4.5556,0.6785
B000COEZXC,2,5.0,0.854
B000COF1PI,1,5.0,0.8481
B000COMPIY,4,4.75,0.8231
B000CONM86,10,3.2,0.4227
B000CONM8Q,4,2.75,0.3601
B000CONMAO,8,3.875,0.5094
B000CONMBS,12,4.5,0.7837
B000CORSCW,10,4.1,0.4614
B000CP8PZK,1,5.0,0.3761
B000CPASIW,1,5.0,0.9377
B000CPCPWO,5,4.0,0.7868
B000CPIK5K,2,5.0,0.1088
B000CPJJ8W,1,5.0,0.8519
B000CPYVGM,3,3.3333,0.6529
B000CPZSC8,17,4.7647,0.812
B000CQ01GU,9,4.0,0.8169
B000CQ01IS,2,5.0,0.8414
B000CQ01JW,2,5.0,0.9118
B000CQ01ME,3,5.0,0.9014
B000CQ01NS,21,4.2381,0.8055
B000CQ1XRG,1,5.0,0.9045
B000CQ25QE,11,4.0,0.8488
B000CQ25QO,1,5.0,0.9081
B000CQ25RI,3,4.6667,0.8797
B000CQ25SW,1,5.0,0.9062
B000CQ25TQ,1,5.0,0.8393
B000CQ25UA,2,4.0,0.873
B000CQ26DG,5,3.6,0.5665
B000CQ26DQ,1,4.0,0.6369
B000CQ26E0,5,4.6,0.9225
B000CQ26EK,3,3.3333,0.5621
B000CQ44C2,2,3.0,0.1522
B000CQ4D3C,5,4.6,0.7289
B000CQ4D50,8,4.0,0.6677
B000CQ4D6O,2,5.0,0.9051
B000CQ4DRS,1,5.0,0.7964
B000CQ4DS2,3,4.0,0.489
B000CQ5D1I,5,5.0,0.7493
B000CQ5D40,1,5.0,0.9468
B000CQ6KR4,2,5.0,0.949
B000CQ6KSI,3,5.0,0.7228
B000CQ6KTM,10,3.3,0.6364
B000CQ6KUG,2,5.0,0.7454
B000CQ6KVA,1,5.0,0.2235
B000CQ6LIC,2,4.5,0.9066
B000CQ6LJQ,1,5.0,0.9633
B000CQBZO2,8,4.0,0.6397
B000CQBZOC,4,4.5,0.7908
B000CQBZOW,36,4.5833,0.6929
B000CQBZPG,44,4.6136,0.8175
B000CQBZQK,27,3.7778,0.6784
B000CQBZRE,2,4.5,0.7224
B000CQBZUQ,1,5.0,0.9901
B000CQBZV0,11,4.4545,0.7147
B000CQC04Q,27,4.7037,0.8841
B000CQC050,30,4.6667,0.8105
B000CQC05K,30,4.6,0.8518
B000CQC05U,37,4.4865,0.7791
B000CQC064,38,4.3158,0.7741
B000CQC08C,38,4.2632,0.6857
B000CQC0B4,22,4.2273,0.751
B000CQC0BE,19,4.7895,0.7237
B000CQE3HS,32,4.3125,0.5963
B000CQE3IC,29,4.069,0.7115
B000CQE3L4,1,3.0,0.9758
B000CQE3NC,4,3.0,0.6601
B000CQE3NM,44,4.6136,0.7489
B000CQE3O6,1,5.0,0.9909
B000CQE3W8,1,5.0,0.9709
B000CQG84Y,1,1.0,0.1566
B000CQG862,1,5.0,0.936
B000CQG87Q,30,4.5,0.8001
B000CQG89E,1,5.0,0.3612
B000CQG89Y,28,4.5357,0.8312
B000CQG8A8,1,3.0,0.1531
B000CQG8AI,1,5.0,0.836
B000CQG8AS,32,4.1562,0.6092
B000CQG8B2,22,4.5,0.7352
B000CQG8K8,39,3.9487,0.715
B000CQG8KS,37,4.2432,0.7238
B000CQG8M6,20,3.7,0.6355
B000CQID1A,32,3.8438,0.5273
B000CQID1K,30,4.1667,0.6525
B000CQID2Y,26,4.3462,0.7579
B000CQID6U,38,4.3684,0.6885
B000CQID7E,22,4.5,0.714
B000CQID92,4,4.0,0.6207
B000CQIDAG,17,5.0,0.859
B000CQIDHE,30,4.6667,0.8809
B000CQIDHO,32,4.5625,0.7833
B000CQIDHY,41,4.439,0.7814
B000CQIDJM,21,4.0952,0.7552
B000CQIDK6,25,4.44,0.6941
B000CQP6CE,1,5.0,0.6808
B000CQQZLK,1,5.0,0.9712
B000CQT5V2,1,5.0,0.5719
B000CQT5VC,1,5.0,0.8862
B000CQT6N4,1,1.0,0.8176
B000CQT7XI,1,5.0,0.4404
B000CQUASO,3,4.0,0.7505
B000CQV8EE,1,2.0,0.685
B000CQY378,13,4.3077,0.795
B000CQY3FK,13,4.6923,0.8674
B000CR008I,15,4.6667,0.8731
B000CR00E2,3,5.0,0.9531
B000CR00FQ,15,4.6,0.6783
B000CR06BO,1,5.0,0.9325
B000CR1ELU,10,5.0,0.8003
B000CR1VU4,1,5.0,0.836
B000CR1VVI,2,5.0,0.861
B000CR1VXQ,4,3.0,0.7048
B000CR1YOM,3,5.0,0.9277
B000CR3YWW,2,5.0,0.7592
B000CR41D8,11,3.6364,0.697
B000CR41KG,1,5.0,0.9517
B000CR41KQ,16,4.5,0.878
B000CR41MO,3,4.3333,0.2091
B000CR41MY,3,3.0,0.4217
B000CR41N8,4,3.5,0.8112
B000CRFORU,17,2.8824,0.2904
B000CRHQN0,25,3.2,0.5497
B000CRIBC0,8,4.0,0.6141
B000CRIBCA,16,3.5625,0.7758
B000CRIFGM,1,5.0,0.9393
B000CRIUNA,4,4.25,0.8666
B000CRIUNU,14,4.2857,0.7203
B000CRKOIE,11,4.6364,0.8921
B000CROPGG,3,2.6667,0.8653
B000CROPGQ,1,5.0,0.9608
B000CRQRT4,2,5.0,0.1852
B000CS6UIQ,1,1.0,0.6319
B000CS97PE,1,5.0,0.9349
B000CS9ZNI,1,3.0,0.802
B000CS9ZW4,2,5.0,0.937
B000CS9ZY2,1,5.0,0.8834
B000CS9ZYC,1,1.0,0.6705
B000CSBVLW,2,5.0,0.8986
B000CSBVOO,5,3.4,0.612
B000CSCOXQ,1,5.0,0.9794
B000CSCOYK,1,5.0,0.7964
B000CSCP1C,1,5.0,0.9414
B000CSCP2G,2,5.0,0.8532
B000CSCP44,1,5.0,0.9371
B000CSEFLU,1,5.0,0.7474
B000CSEFQ0,6,3.0,0.5977
B000CSKK5A,7,4.0,0.7711
B000CSKKE6,2,5.0,0.972
B000CSKKG4,13,4.0,0.5946
B000CSPQCC,1,4.0,0.0772
B000CSQ79I,1,5.0,0.9674
B000CSRBXY,3,4.0,0.768
B000CSVZOK,1,5.0,0.91
B000DIN3LC,4,4.75,0.8487
B000DINB5U,1,5.0,0.4404
B000DINEQG,3,4.6667,0.9175
B000DLB2E4,7,4.4286,0.8392
B000DLB3AW,1,4.0,0.3612
B000DN7GJC,1,5.0,0.5719
B000DN8EZW,5,4.8,0.6302
B000DT7QDM,5,4.6,0.77
B000DT7QE6,4,3.5,0.5744
B000DZA0W0,1,5.0,0.7351
B000DZALE2,1,3.0,0.765
B000DZAXCW,1,5.0,0.923
B000DZAXGS,1,5.0,0.836
B000DZB16E,2,4.0,0.6323
B000DZDIYC,2,5.0,0.8449
B000DZDJ0K,17,4.6471,0.8852
B000DZE0XK,2,5.0,0.9662
B000DZE710,1,5.0,-0.3566
B000DZFMEQ,48,4.5417,0.8942
B000DZFMF0,2,4.0,0.901
B000DZFMFA,9,4.1111,0.7465
B000DZFMFK,2,4.0,0.9355
B000DZFMG4,8,3.875,0.8074
B000DZFMIM,8,3.125,0.64
B000DZG3PS,1,5.0,0.8555
B000DZH19K,9,4.5556,0.8914
B000DZH19U,12,4.1667,0.8799
B000DZH1A4,1,4.0,0.7906
B000DZH1CM,8,3.25,0.8642
B000DZH1CW,2,3.0,0.9026
B000DZH1D6,5,4.2,0.8609
B000DZH20S,1,5.0,0.8979
B000DZHFY6,1,5.0,0.8479
B000DZKKK2,8,5.0,0.9103
B000DZKKKC,6,4.3333,0.9009
B000DZKKKM,5,4.8,0.9079
B000DZKKMU,2,4.5,0.9856
B000DZSWT8,1,5.0,0.7579
B000E0G0AK,1,5.0,0.8971
B000E0GU7I,1,2.0,-0.6121
B000E0TLF6,1,4.0,0.9168
B000E123I2,4,5.0,0.7183
B000E123IC,5,3.4,0.5206
B000E123LE,1,3.0,0.9628
B000E123N2,1,4.0,0.9792
B000E123NW,1,1.0,0.4019
B000E130DY,5,5.0,0.9292
B000E148MG,5,3.2,0.4692
B000E1587K,2,5.0,0.3903
B000E1588O,2,5.0,0.9518
B000E15898,1,1.0,0.1531
B000E158ES,3,5.0,0.91
B000E15DFM,2,5.0,0.8111
B000E1694G,2,3.0,0.3668
B000E1695A,4,3.75,0.7111
B000E1697S,2,3.0,0.6338
B000E176LG,1,4.0,0.9973
B000E179HC,3,3.6667,0.4175
B000E18CS2,1,1.0,0.3041
B000E18CVE,6,4.6667,0.8611
B000E18CVY,2,4.0,0.723
B000E18CWI,1,5.0,0.4588
B000E18CXM,2,3.0,0.0106
B000E199RA,4,4.75,0.6682
B000E199RK,7,4.4286,0.887
B000E199UC,2,3.5,0.9545
B000E199VQ,1,5.0,0.9853
B000E19BZA,4,4.75,0.9778
B000E1BKI6,1,4.0,0.8742
B000E1BKJA,2,5.0,0.9567
B000E1BKJU,2,4.5,0.5972
B000E1BKNQ,1,4.0,0.9895
B000E1BKRC,1,5.0,0.9678
B000E1BKY0,1,5.0,0.9545
B000E1BL0I,1,5.0,0.9211
B000E1BL12,1,5.0,0.9758
B000E1BL94,1,5.0,0.992
B000E1BLG2,1,5.0,0.802
B000E1BLGC,1,1.0,0.5106
B000E1BLK8,1,5.0,0.7351
B000E1BLLW,1,5.0,0.9825
B000E1BLMG,2,4.5,0.9344
B000E1BLNK,2,5.0,0.715
B000E1BLOY,2,4.5,0.9366
B000E1BLV2,1,5.0,0.9904
B000E1BLZS,1,5.0,0.9153
B000E1BM3E,1,5.0,0.9732
B000E1BM7A,3,4.3333,0.8215
B000E1BMYI,2,5.0,0.941
B000E1BXGU,1,5.0,0.7579
B000E1DR28,1,5.0,0.8176
B000E1DR46,3,4.3333,0.3198
B000E1DREG,2,5.0,0.5596
B000E1DRJG,1,5.0,0.0314
B000E1DRQO,1,5.0,0.8519
B000E1DRXW,1,5.0,0.836
B000E1DS8Q,2,4.0,0.4752
B000E1DS90,1,5.0,0.9618
B000E1DSIG,1,5.0,0.9081
B000E1DSL8,1,5.0,0.7717
B000E1DSMC,2,5.0,0.9116
B000E1DSPE,1,5.0,0.8074
B000E1DSPO,1,5.0,0.7964
B000E1DSQS,1,5.0,0.8591
B000E1DSSQ,5,4.8,0.9199
B000E1DSU4,1,5.0,0.5454
B000E1FXLG,3,5.0,0.9756
B000E1FXM0,3,5.0,0.7938
B000E1FXN4,1,5.0,0.941
B000E1FXNY,9,5.0,0.6867
B000E1FXQ6,1,5.0,0.9638
B000E1FXZW,1,4.0,0.7096
B000E1FY38,1,4.0,0.9201
B000E1FY3I,3,4.3333,0.5932
B000E1FY56,1,5.0,0.961
B000E1FY7Y,13,4.5385,0.8069
B000E1FYEW,1,3.0,0.9201
B000E1FYJW,4,5.0,0.8294
B000E1FYRY,1,5.0,0.9201
B000E1FYT2,1,5.0,0.8176
B000E1FZ28,2,3.5,0.9186
B000E1FZ2S,3,5.0,0.8815
B000E1FZ4Q,2,4.0,0.915
B000E1FZ5K,1,5.0,0.9815
B000E1FZ96,2,2.0,0.8575
B000E1FZBE,3,4.6667,0.4579
B000E1FZBY,2,5.0,0.8596
B000E1FZCI,6,5.0,0.7074
B000E1FZIW,1,1.0,0.25
B000E1FZJ6,2,5.0,0.9014
B000E1FZJG,4,5.0,0.7956
B000E1HBAC,1,5.0,0.7964
B000E1HUCG,1,4.0,0.7178
B000E1HUD0,1,5.0,0.6369
B000E1HUEY,3,4.6667,0.8104
B000E1HUFS,1,1.0,-0.8399
B000E1HUJ4,1,4.0,0.6335
B000E1HUN0,1,1.0,0.0
B000E1HUS0,1,1.0,0.872
B000E1HUW6,4,3.5,0.8175
B000E1HV34,1,4.0,0.6486
B000E1HVAC,1,5.0,0.7003
B000E1HVBG,1,5.0,0.9402
B000E1HVCK,2,5.0,0.9545
B000E1HVD4,2,5.0,0.6507
B000E1HVF2,1,4.0,0.6908
B000E1HVFM,1,5.0,0.7351
